a 呀
hagemasu 激
hagemasu 蒋
hagemasu 蔣
hagemu 励
hagemu 勵
hageru 兀
hageru 剝
hageru 剥
hageru 禿
hageru 秃
hageru 鬜
hageru 兀
hageshii 劇
hageshii 噞
hageshii 惓
hageshii 懁
hageshii 激
hageshii 烈
hageshiku 激
hagi 矧
hagi 脛
hagi 萩
hagi 蘒
hagi 訠
hagi 骭
hagi 骹
hagi 蘒
haginohone 胶
hagu 剝
hagu 剥
hagu 剺
hagu 矤
hagu 矧
hagu 訠
haguki 腭
haguki 齗
haguki 齦
haguki 齶
hagukumu 哺
hagukumu 奶
hagukumu 嬭
hagukumu 孚
hagukumu 育
hagusa 莠
haha 妳
haha 姁
haha 姊
haha 媓
haha 媞
haha 媽
haha 嬭
haha 母
hahadori 鴜
hahaguri 莔
hahaso 柞
hahatsuchou 鴝
hahatsuchou 鸜
hai 喏
hai 灰
hai 肺
hai 蓜
hai 這
hairu 入
haji 僇
haji 垢
haji 恥
haji 慙
haji 慚
haji 訽
haji 詬
haji 誀
haji 謑
hajikami 椒
hajikami 薑
hajiku 抨
hajimaru 乨
hajimaru 兘
hajimaru 埱
hajimaru 始
hajime 一
hajime 俶
hajime 初
hajime 埱
hajime 大
hajime 始
hajime 孟
hajime 岱
hajime 甫
hajime 祖
hajime 肁
hajime 肇
hajime 肈
hajimeru 乨
hajimeru 兘
hajimeru 刱
hajimeru 剏
hajimeru 剙
hajimeru 創
hajimeru 始
hajimeru 戧
hajimeru 肇
hajimeru 肈
hajiru 僯
hajiru 媿
hajiru 忸
hajiru 怍
hajiru 恥
hajiru 恧
hajiru 愧
hajiru 慙
hajiru 慚
hajiru 羞
hajiru 耻
hajiru 聭
hajiru 覥
haka 坆
haka 塋
haka 塸
haka 墓
haka 墳
hakaba 薧
hakadoru 捗
hakama 帬
hakama 袴
hakama 褰
hakamichi 埏
hakamichi 阡
hakanai 儚
hakari 秤
hakari 衡
hakari 銓
hakarigoto 揆
hakarigoto 猷
hakarigoto 画
hakarigoto 略
hakarigoto 畫
hakarigoto 畵
hakarigoto 籌
hakarigoto 計
hakarigoto 謀
hakaru 仞
hakaru 仭
hakaru 侔
hakaru 匓
hakaru 咨
hakaru 図
hakaru 圖
hakaru 圗
hakaru 嫴
hakaru 寸
hakaru 度
hakaru 彠
hakaru 忖
hakaru 懝
hakaru 挍
hakaru 掂
hakaru 揆
hakaru 揣
hakaru 擬
hakaru 敠
hakaru 敪
hakaru 料
hakaru 斠
hakaru 斣
hakaru 権
hakaru 權
hakaru 測
hakaru 猷
hakaru 画
hakaru 略
hakaru 畧
hakaru 畫
hakaru 畵
hakaru 称
hakaru 程
hakaru 稱
hakaru 肁
hakaru 蒦
hakaru 衡
hakaru 訂
hakaru 訅
hakaru 計
hakaru 評
hakaru 詢
hakaru 諏
hakaru 諮
hakaru 謀
hakaru 講
hakaru 謨
hakaru 議
hakaru 邡
hakaru 量
hakaru 銓
hake 刷
hakimono 屐
hakkirishinai 庬
hako 函
hako 凾
hako 匚
hako 匣
hako 匤
hako 匥
hako 匧
hako 匪
hako 匭
hako 匰
hako 匲
hako 匵
hako 匽
hako 椢
hako 樚
hako 櫝
hako 笥
hako 筐
hako 筥
hako 筺
hako 箪
hako 箱
hako 篋
hako 篚
hako 簏
hako 簞
hakobi 蔜
hakobu 搬
hakobu 漕
hakobu 運
haku 刷
haku 吐
haku 吢
haku 呁
haku 咯
haku 哇
haku 哊
haku 哯
haku 唋
haku 喀
haku 嗀
haku 嘔
haku 噴
haku 埽
haku 履
haku 掃
haku 欧
haku 歍
haku 歐
haku 涒
haku 瀉
hakusama 嗀
hakusama 嗀
hama 浜
hama 濱
hama 濵
hamabishi 蒺
hamaguri 蛤
hamaguri 鮚
hamasuge 莎
hamasuge 薛
hamasuge 薠
hameru 扖
hamo 鱧
hana 芭
hana 花
hana 芲
hana 英
hana 荂
hana 華
hana 葩
hana 蕐
hana 鼻
hanabira 瓣
hanabusa 偀
hanabusa 英
hanadairo 縹
hanahada 太
hanahada 孔
hanahada 甚
hanahadashi 酷
hanaiki 嚊
hanaji 衂
hanaji 衄
hanaji 𧗗
hanajiru 泗
hanajiru 洟
hanajunsai 荇
hanajunsai 莕
hanakiri 劓
hanakiru 劓
hanamuke 贐
hanamuke 餞
hananowaki 齄
hanaokamu 擤
hanareru 離
hanareru 麄
hanareru 麤
hanashi 咄
hanashi 噺
hanashi 話
hanashi 譚
hanashiau 講
hanashibe 莟
hanashiru 涕
hanasu 撝
hanasu 放
hanasu 話
hanasu 離
hanasuge 芪
hanasuge 蕁
hanasuji 頞
hanatsu 勶
hanatsu 夰
hanatsu 彂
hanatsu 放
hanatsu 発
hanatsu 發
hanatsu 縦
hanawa 塙
hanayaka 菁
hanayaka 華
hanayaka 萏
hanazumari 齆
hane 羽
hane 翈
hane 翎
hane 翰
hane 羽
hanekazari 葆
hanekazari 褕
hanenomoto 翮
haneodoru 獧
haneru 撥
haneru 跳
hanetsukurohu 唰
hanetsurube 桔
hani 埴
hannoki 榿
hanzou 匜
hanzou 楾
haoto 靃
hara 原
hara 肚
hara 腹
harabau 匐
harago 鮞
harago 鯤
harai 払
harai 祓
haraka 鰚
harakudari 痢
harakudashi 疜
haramu 妊
haramu 姙
haramu 娠
haramu 媰
haramu 孕
haramu 肧
haramu 胎
haramu 胚
haranomushi 蚘
haranomushi 蛔
haranomushi 蜖
haraobi 鞁
haraobi 鞅
harasu 晴
harasu 暒
harasu 晴
harau 尃
harau 払
harau 拂
harau 掃
harau 摒
harau 攘
harau 祓
harau 祛
harau 禊
harau 禳
harau 菷
harau 釩
harau 除
harawata 胕
harawata 腑
harawata 腸
harawata 膓
harawata 臓
harawata 臟
harawata 鯝
hare 晴
hare 晴
haregi 袨
haremono 瘩
haremono 瘭
haremono 癕
haremono 癮
haremono 癰
haremono 腫
haremono 臃
hareru 夝
hareru 晴
hareru 晵
hareru 暒
hareru 暘
hareru 瘇
hareru 肛
hareru 腫
hareru 膖
hareru 霽
hareru 晴
hari 劌
hari 帳
hari 張
hari 栨
hari 栿
hari 梁
hari 榛
hari 樑
hari 箴
hari 針
hari 銉
hari 鍼
harigane 鎍
harimono 痤
harinezumi 彙
harinezumi 彚
harinezumi 猬
harinezumi 蝟
haritsuke 桀
haritsuke 磔
haru 偧
haru 奓
haru 張
haru 彍
haru 搪
haru 擴
haru 旾
haru 春
haru 萅
haru 貼
haruka 夐
haruka 悠
haruka 敻
haruka 杳
haruka 渺
haruka 緬
haruka 藐
haruka 賖
haruka 迢
haruka 迥
haruka 逈
haruka 遙
haruka 遥
haruka 遼
hasami 螯
hasami 鉸
hasami 銸
hasami 鋏
hasamitoru 鈔
hasamu 夾
hasamu 拑
hasamu 挟
hasamu 挾
hasamu 搢
hasamu 擷
hasamu 敧
hasamu 箝
hasamu 篏
haseru 馳
haseru 駛
haseru 騁
haseru 騖
haseru 驟
hashi 梁
hashi 槗
hashi 樑
hashi 橋
hashi 端
hashi 筯
hashi 筷
hashi 箸
hashi 耑
hashibami 榛
hashigo 梯
hashigo 階
hashika 疹
hashike 艀
hashike 躉
hashira 柱
hashira 棖
hashira 楹
hashira 橕
hashira 欂
hashira 牚
hashiranomasugata 閞
hashiru 僬
hashiru 勷
hashiru 奔
hashiru 彍
hashiru 犇
hashiru 虡
hashiru 走
hashiru 赱
hashiru 趨
hashiru 趹
hashiru 运
hashiru 迸
hashiru 逛
hashiru 逩
hashiru 逬
hashiru 逸
hashiru 颿
hashiru 駧
hashiru 駾
hashiru 騳
hashiru 驋
hashiru 逸
hashita 畸
hashitaame 娙
hashitaka 鷂
hashitame 侲
hashitame 妮
hashitame 娭
hashitame 婢
hashizutsu 籝
hasu 芙
hasu 蓮
hasu 鰣
hasunomi 芍
hasunone 藕
hata 將
hata 帾
hata 幑
hata 幖
hata 幡
hata 幢
hata 旂
hata 旃
hata 旆
hata 旌
hata 旗
hata 旙
hata 旛
hata 旟
hata 機
hata 畑
hata 畠
hata 端
hata 簱
hata 籏
hataashi 斿
hataashi 旈
hataashi 旒
hataashi 縿
hatabashira 刹
hatabashira 剎
hataboko 纛
hataboko 翿
hatagashira 伯
hatagashira 灞
hatagashira 覇
hatagashira 霸
hatahata 鰰
hatahata 鱩
hataito 紝
hataito 絍
hatajirushi 帾
hatajirushi 綮
hatakazari 旄
hatake 圃
hatake 圑
hatake 畑
hatake 畠
hatake 畴
hatameku 霹
hatanokeishiwomotsugu 榺
hataraki 働
hataraki 用
hataraki 赳
hataraku 働
hataraku 拮
hatasu 果
hatato 礑
hatazao 楻
hate 厓
hate 垓
hate 果
hate 涯
hate 漄
hate 畡
hateganai 澖
hato 鳩
hato 鴿
hatoba 埠
hatomugi 芉
hatsu 初
hatsukanezumi 鼷
hatsukirishinai 囫
hatsukirishinai 漶
hau 匍
hau 蚑
hau 蠉
hau 蠕
hau 這
haumuru 塴
hauridokoro 垗
haya 早
haya 鮋
haya 鮠
haya 鯈
haya 鰦
haya 鰷
haya 鲉
hayabusa 隼
hayabusa 鶻
hayabusa 鸇
hayai 倢
hayai 僤
hayai 儳
hayai 儵
hayai 嘌
hayai 夙
hayai 慓
hayai 戫
hayai 捷
hayai 撻
hayai 斊
hayai 早
hayai 淢
hayai 湍
hayai 疾
hayai 眒
hayai 稙
hayai 翛
hayai 蚤
hayai 迅
hayai 适
hayai 逞
hayai 速
hayai 銳
hayai 鋭
hayai 駛
hayaisama 傱
hayakuchi 譶
hayakuutsu 扚
hayase 湍
hayashi 囃
hayashi 林
hayasu 囃
hayate 颯
hayate 颰
hayate 颶
hayauma 馹
hazama 峡
hazama 峽
hazama 硲
hazama 逧
hazaru 嘁
haze 枦
haze 櫨
haze 鯊
haze 鯋
hazekome 粶
hazou 楾
hazu 怩
hazu 筈
hazukashii 恥
hazukashime 詬
hazukashime 辱
hazukashimeru 侳
hazukashimeru 僇
hazukashimeru 媿
hazukashimeru 嫸
hazumu 弹
hazumu 弾
hazumu 彈
hazusu 外
he 屁
he 戶
he 户
he 戸
hebi 它
hebi 虵
hebi 蛇
hedatari 隔
hedataru 隔
hedate 障
hedatefusagu 阸
hedateru 距
hedateru 阻
hedateru 隔
hego 桫
hekutogura 瓸
hekutomeetoru 粨
hekutoritto 竡
hera 箆
hera 篦
herasu 减
herasu 減
herasu 蔡
heri 緣
heri 縁
heri 袗
herikudaru 嗛
herikudaru 謙
herikudaru 遜
herisu 劗
heru 减
heru 損
heru 朘
heru 歴
heru 減
heru 経
heru 經
heru 耗
heru 脧
heru 閱
heru 閲
hesaki 舮
hesaki 舳
hesaki 艫
heso 毘
heso 臍
heta 蒂
heta 蔕
hetsurahanu 傋
hetsurai 諂
hetsurau 唲
hetsurau 嚕
hetsurau 憟
hetsurau 諂
hetsurau 諛
hetsurau 諞
hetsutsui 灶
heya 坊
heya 室
heya 廦
heya 房
heya 曹
heya 曺
heyanotsuro 壸
heyanotsuro 壼
hi 个
hi 伙
hi 冰
hi 日
hi 曦
hi 杼
hi 梭
hi 樋
hi 氷
hi 火
hi 灯
hi 烺
hi 煚
hi 燈
hi 阦
hi 阳
hi 陽
hibari 鷚
hibari 鸙
hibi 日
hibi 皴
hibi 皸
hibi 皹
hibi 罅
hibiiku 响
hibiki 轔
hibiki 轞
hibiki 韵
hibiki 韻
hibiki 響
hibiku 響
hichiriki 觱
hida 摺
hida 襀
hida 襞
hida 襵
hidari 屮
hidari 左
hidarinoudeganai 孒
hidarite 屮
hideri 旱
hideri 魃
hie 稗
hie 穇
hie 薭
hieru 冱
hieru 冴
hieru 冷
higaarawareru 晛
higai 鰉
higamu 僻
higari 熠
higari 熲
higasa 珥
higasa 褦
higashi 東
hige 須
hige 頾
hige 髭
hige 髯
hige 鬚
higuma 羆
higurashi 蜩
hihi 狒
hiideru 秀
hiideru 英
hiiragi 枸
hiiragi 柊
hiji 肘
hiji 肱
hiji 臂
hijiki 枅
hijiki 欒
hijiri 垩
hijiri 聖
hikaaru 灮
hikaaru 炗
hikae 控
hikaeru 扣
hikaeru 控
hikagami 腘
hikagami 膕
hikage 旲
hikari 光
hikari 昜
hikari 曜
hikari 曦
hikari 灮
hikari 炗
hikari 煇
hikari 煕
hikari 熒
hikari 熙
hikari 爓
hikari 耿
hikari 韑
hikaru 光
hikaru 晧
hikaru 曎
hikaru 炫
hikaru 烑
hikaru 煕
hikaru 熈
hikaru 熙
hikaru 玓
hikaru 皓
hiki 疋
hiki 蟇
hikigaeru 蟾
hikiiru 卛
hikiiru 将
hikiiru 將
hikiiru 帥
hikiiru 揔
hikiiru 率
hikiiru 督
hikishimeru 絅
hikitomeru 扳
hikitsubusu 輘
hikitsuke 瘛
hikitsuke 瘲
hikitsuke 癇
hikitsunaga 嬋
hikitsuru 痙
hikizuna 靷
hikizuna 鞁
hiko 彥
hiko 彦
hikobae 孼
hikobae 櫱
hikobae 葆
hikobae 蘖
hikobae 蘶
hiku 哰
hiku 夆
hiku 娄
hiku 引
hiku 弯
hiku 弹
hiku 弾
hiku 彈
hiku 彎
hiku 惹
hiku 扯
hiku 扳
hiku 扽
hiku 抽
hiku 拏
hiku 拕
hiku 拖
hiku 拽
hiku 拿
hiku 挐
hiku 挽
hiku 掎
hiku 掣
hiku 揁
hiku 揄
hiku 援
hiku 搆
hiku 摟
hiku 摧
hiku 據
hiku 攣
hiku 曳
hiku 曵
hiku 曼
hiku 牽
hiku 碾
hiku 綗
hiku 貫
hiku 輓
hikui 低
hikui 卑
hikui 庳
hikui 矮
hikui 輊
hikuihimegaki 埤
hikumaru 仾
hikumeru 仾
hima 暇
hima 衅
hima 遑
hima 郤
hima 釁
hima 隙
hima 隟
hima 𨻶
hime 姫
hime 姬
hime 媛
hime 嬪
himegaki 堄
himegaki 堞
himegaki 陴
himegaki 隦
himeru 祕
himeru 秘
himo 紃
himo 紐
himo 紘
himo 紞
himo 紱
himo 綬
himo 緭
himo 繸
himo 纮
himo 鋬
himojii 惄
himono 魥
himono 鱶
himorogi 福
himorogi 胙
himorogi 脤
himorogi 膰
himorogi 福
himotoku 繙
hina 鄙
hina 雛
hina 鶵
hina 鷇
hineru 乴
hineru 捫
hineru 捻
hineru 搙
hineru 撚
hinode 暘
hinoderusama 晘
hinoe 丙
hinohikari 暚
hinoki 桧
hinoki 椈
hinoki 檜
hinokuchi 閘
hinoshi 熨
hinoto 丁
hipparu 哰
hira 平
hira 枚
hirakeru 豁
hirakiugokasu 攁
hiraku 儙
hiraku 厇
hiraku 启
hiraku 呿
hiraku 啓
hiraku 啟
hiraku 坼
hiraku 墾
hiraku 悌
hiraku 披
hiraku 抷
hiraku 拆
hiraku 拓
hiraku 挓
hiraku 挨
hiraku 撤
hiraku 擺
hiraku 攤
hiraku 柝
hiraku 辟
hiraku 開
hiraku 閻
hiraku 闓
hiraku 闙
hiraku 闡
hiraku 闢
hirame 鮃
hirameku 閃
hiratai 匾
hiratai 平
hiratai 扁
hiratake 蘑
hiratobari 帟
hire 帍
hire 裱
hire 鰭
hiro 尋
hiroba 廣
hirobiroto 奯
hirogaru 拡
hirogaru 擴
hirogaru 氾
hirogaru 肸
hirogeru 広
hirogeru 拡
hirogeru 挄
hirogeru 擴
hiroi 僘
hiroi 博
hiroi 宏
hiroi 宱
hiroi 宺
hiroi 寛
hiroi 寬
hiroi 広
hiroi 廣
hiroi 弘
hiroi 恢
hiroi 愽
hiroi 懬
hiroi 曼
hiroi 汎
hiroi 汪
hiroi 沆
hiroi 浩
hiroi 淼
hiroi 渺
hiroi 滂
hiroi 滉
hiroi 漠
hiroi 漭
hiroi 澔
hiroi 濶
hiroi 瀚
hiroi 熈
hiroi 竑
hiroi 豁
hiroi 闊
hiroiago 巸
hiromeru 博
hiromeru 広
hiromeru 廣
hiromeru 弘
hiromeru 愽
hiromeru 拡
hirou 拓
hirou 拾
hirou 捃
hirou 掇
hirou 摘
hirou 摭
hirou 摳
hirou 攈
hirou 攟
hirou 筑
hiru 佀
hiru 干
hiru 昼
hiru 晝
hiru 簸
hiru 蒜
hiru 蛭
hiru 蜞
hirugaeru 翩
hirugaeru 翻
hirugaeru 飜
hirugaesu 翻
hirugao 舜
hirugao 葍
hisage 匜
hisagi 楸
hisagi 檟
hisago 匏
hisago 瓠
hisago 瓢
hisago 蟸
hisago 蠡
hisagu 俼
hisagu 粥
hisagu 鬻
hisaji 盠
hisashi 庇
hisashi 庌
hisashi 廂
hisashi 廈
hisashi 廙
hisashi 廡
hisashi 梠
hisashi 楣
hisashi 檐
hisashi 簷
hisashii 久
hisashii 乆
hisashii 壽
hisashii 寿
hisashii 弥
hisashii 彌
hisashii 淹
hisashii 舊
hisashii 趍
hisashiku 舊
hishaku 斗
hishaku 杓
hishaku 璋
hishi 芰
hishi 菱
hishi 蔆
hishigu 颯
hishiho 脠
hishikui 鴻
hishimeku 犇
hishio 臡
hishio 酱
hishio 醓
hishio 醤
hishio 醬
hishiyaku 枓
hiso 礵
hisoka 宻
hisoka 密
hisoka 私
hisokani 宻
hisokani 密
hisokani 窃
hisokani 竊
hisokanishiru 訵
hisokaniukagaishiru 訵
hisomeru 嚬
hisomeru 顰
hisomu 潛
hisomu 潜
hisomu 濳
hissori 閴
hitai 題
hitai 額
hitai 顙
hitaki 鶲
hitaki 鹟
hitariuruo 洳
hitaru 浸
hitasu 寖
hitasu 擩
hitasu 洓
hitasu 浸
hitasu 涔
hitasu 涵
hitasu 涹
hitasu 淫
hitasu 淹
hitasu 溲
hitasu 漌
hitasu 漚
hitasu 漬
hitasu 濅
hitasu 瀹
hitasu 蘸
hito 人
hito 仁
hito 儿
hitoashi 跬
hitoashi 蹞
hitoe 单
hitoe 単
hitoe 單
hitoe 袗
hitoe 褝
hitoe 褠
hitoe 褧
hitoe 襂
hitoe 襌
hitoe 襕
hitoe 襴
hitoemono 絅
hitoeni 偏
hitohenotsutsusodeudenuki 褠
hitomawari 晬
hitomi 眸
hitomi 眹
hitomi 睛
hitomi 瞳
hitomi 瞵
hitomigakagayaku 睲
hitomoshi 鐙
hitori 孑
hitori 孤
hitori 特
hitori 独
hitori 獨
hitorimono 焭
hitoshii 亝
hitoshii 侇
hitoshii 侔
hitoshii 侞
hitoshii 傭
hitoshii 凖
hitoshii 勻
hitoshii 匀
hitoshii 均
hitoshii 斉
hitoshii 斊
hitoshii 朩
hitoshii 準
hitoshii 珿
hitoshii 竱
hitoshii 等
hitoshii 鈞
hitoshii 齊
hitoshiku 亝
hitoshiku 斉
hitoshiku 齊
hitoshikunai 傂
hitoshikusuru 淮
hitoshikusuru 竱
hitotabi 一
hitotose 稘
hitotsu 一
hitotsu 壱
hitotsu 壹
hitotsu 弌
hitotsu 隻
hitoya 圄
hitoya 圉
hitoya 牢
hitoya 獄
hitoyozake 酤
hitsu 匱
hitsu 匵
hitsu 櫃
hitsu 櫉
hitsu 櫥
hitsugi 匛
hitsugi 柩
hitsugi 棺
hitsugi 椁
hitsugi 槥
hitsugi 櫝
hitsugi 櫬
hitsugigu 轜
hitsugiguruma 輀
hitsugikazari 翣
hitsuginawa 綍
hitsuji 未
hitsuji 羊
hitsuji 羖
hitsujisaru 坤
hitsujisaru 堃
hitsusageru 挈
hiuchi 燧
hiwa 鶸
hiyayakanasama 凈
hiyayakanasama 凔
hiyoko 鶵
hiyomeki 囟
hiyomeki 顖
hiyu 莧
hiza 晛
hiza 膝
hizakake 巿
hizakake 褘
hizakake 鞸
hizakake 韍
hizakake 韠
hizakakenotagui 凳
hizamazu 跪
hizamazu 跼
hizamazuku 跽
hizashi 暐
hizen 疥
hizou 脾
hizume 蹄
hizume 蹏
hizume 釆
hizumi 歪
ho 伙
ho 帆
ho 穂
ho 穗
ho 穟
hobashira 檣
hobo 畧
hobo 粗
hodo 程
hodokosu 嚫
hodokosu 徝
hodokosu 憄
hodokosu 施
hoe 吠
hoeru 吠
hoeru 吼
hoeru 吽
hoeru 呍
hoeru 咆
hoeru 哮
hoeru 嘷
hoeru 噭
hoeru 虖
hoeru 鬫
hofuru 屠
hogaraka 喨
hogaraka 懤
hogaraka 敞
hogaraka 朖
hogaraka 朗
hogaraka 洞
hohoemu 吲
hohoemu 唍
hojishi 脯
hojishi 脼
hojishi 腊
hojishi 腒
hojishi 膊
hojishi 膎
hojishi 膴
hoka 他
hoka 佗
hoka 外
hoko 戈
hoko 戛
hoko 戞
hoko 戟
hoko 戣
hoko 桙
hoko 槊
hoko 殳
hoko 矛
hoko 矟
hoko 矠
hoko 祋
hoko 釶
hoko 鉇
hoko 鉈
hoko 鉾
hoko 銚
hoko 鋒
hoko 鏦
hoko 鐗
hokobakuro 繄
hokora 祠
hokori 埃
hokori 堨
hokori 誇
hokorigatobu 塜
hokorobiru 綻
hokoru 仱
hokoru 伐
hokoru 侉
hokoru 侘
hokoru 奼
hokoru 姹
hokoru 嫮
hokoru 恗
hokoru 矜
hokoru 詡
hokoru 誇
hokosaki 釯
hokosaki 鋒
hokosaki 鋩
hokosaki 铓
hokuro 痣
hokuro 黡
hokuro 黶
hokuso 樮
homare 誉
homare 譽
homekotoba 讚
homeru 美
homeru 裒
homeru 褒
homeru 襃
homeru 誉
homeru 讃
homeru 讚
homeru 賞
homeru 頌
honbako 籙
hone 荕
hone 骨
hone 骴
hone 骼
honogurai 曈
honoka 仄
honoka 俙
honoka 偎
honoka 僾
honoka 彿
honoka 恍
honoka 洸
honoka 眆
honoka 髣
honoo 炎
honoo 焔
honoo 焰
honoo 焱
honoo 熖
honoo 燄
hoo 朴
hoo 頬
hoo 頰
hoo 顪
hoobiru 綂
hoobone 肫
hoobone 頯
hoobone 馗
hoohige 耏
hora 洞
horeru 惚
hori 堀
hori 塹
hori 壍
hori 壕
hori 湟
hori 濠
hori 隍
horo 幌
horo 幨
horo 幰
horo 縨
horo 袰
horobiru 亡
horobiru 亾
horobiru 兦
horobiru 冺
horobiru 喪
horobiru 泯
horobiru 滅
horobiru 烕
horobosu 戩
horobosu 殱
horobosu 殲
horobosu 滅
horobosu 烕
horobosu 誅
horoguruma 輜
horoguruma 輺
horu 堀
horu 彫
horu 掘
horu 搰
horu 鈯
horu 鏉
horu 鵰
hosaki 穎
hosaki 頴
hosaki 颕
hoshi 星
hoshi 昩
hoshi 皨
hoshii 欲
hoshiii 糇
hoshiii 糒
hoshiii 飦
hoshiii 餱
hoshiimama 儃
hoshiimama 剸
hoshiimama 宨
hoshiimama 恣
hoshiimama 愓
hoshiimama 憍
hoshiimama 擅
hoshiimama 淫
hoshiimama 肆
hoshiuo 鮿
hoshiuo 鱐
hosohimo 縜
hosoi 細
hosoi 繊
hosoi 纎
hosoi 纖
hosoi 芯
hosoito 緬
hosonuno 絺
hosonuno 緆
hossuru 欲
hosu 干
hota 榾
hotaru 蚈
hotaru 蛍
hotaru 螢
hotobashiru 泬
hotobashiru 迸
hotobashiru 逬
hotogi 瓫
hotogi 瓯
hotogi 甌
hotogi 甖
hotogi 缶
hotogi 罐
hotoke 仏
hotoke 佛
hotokegusa 菩
hotondo 殆
hotori 汻
hotori 沂
hotori 涘
hotori 滸
hotori 濆
hotori 瀕
hotori 边
hotori 辺
hotori 陲
hototogisu 鵊
hototogisu 鶗
hotsusu 疓
hou 淎
houdate 楔
houki 帚
houki 彗
houki 箒
houki 篲
houki 菷
houkigusa 蔧
houmuru 堋
houmuru 窆
houmuru 葬
houmuuru 塟
houou 鳯
hozo 枘
hozo 椊
hozo 榫
hozo 臍
hu 旉
hu 淎
huchi 囦
huda 揠
huda 椑
huda 牓
huda 簺
hude 笔
hue 竽
hue 竾
hue 筦
hue 箛
hue 篪
hue 篴
huenooru 酚
hugo 筲
huigo 槖
huigo 橐
huji 櫐
hujibakama 蕑
hujimodoki 杬
hukai 侚
hukai 漼
hukai 瀴
hukai 穾
hukai 窔
hukai 谹
hukeru 躭
huku 欨
huku 袚
hukumasemono 唅
hukumidama 琀
hukumu 咁
hukumu 唅
hukumu 唵
hukumu 嗛
hukumu 嘾
hukumu 噆
hukumu 噙
hukumu 圅
hukureru 痮
hukuro 帔
hukuro 帣
hukuro 槖
hukuro 橐
hukuro 裛
hukuro 褁
hukusa 幪
humiita 棓
humoto 岟
humoto 氐
humu 唼
humu 蹀
humu 蹋
humu 蹍
humu 蹛
humu 蹝
humu 蹩
humu 蹹
humu 躐
humu 躗
humu 躛
hundoshi 襣
hune 舡
hune 舺
hune 艋
hune 艎
hune 艏
hurahurasuru 趻
hurajurasuru 踸
hureru 啎
hureru 扔
hureru 捂
hurigane 鐲
hurikakeru 坋
huritsuzumi 鞀
huritsuzumi 鞉
huru 湒
hurui 簁
hurui 簌
hurui 緼
hurui 縕
husagaru 坉
husagaru 塛
husagu 坉
husagu 垔
husagu 妒
husagu 茀
husagu 逄
husagu 陻
husegu 墇
husegu 捱
hushi 枙
hushiito 纇
husu 匽
husu 寑
husu 躺
huta 掤
huta 盦
hutago 僆
hutago 孖
hutago 孷
hutago 孿
hutamata 丫
hutatabi 臶
huuru 夅
huzoroi 傜
hyo 鵯
hyou 豹
hyou 雹
hyoushigi 柝
hyoutan 葫
i 井
i 亥
i 猪
i 胘
i 莞
i 藺
i 豬
i 猪
ibara 棘
ibara 楚
ibara 茨
ibara 荆
ibara 荊
ibaratake 笆
ibari 尿
ibari 溲
ibari 溺
ibiki 啡
ibiki 啽
ibiki 屃
ibiki 屓
ibiki 鼾
ibitsu 跀
ibo 疣
ibo 瘊
ibo 肬
ibo 贅
ibukaru 訝
ibukuro 胃
ibusu 焄
ichi 市
ichibi 檾
ichibi 紵
ichibi 纻
ichigo 苺
ichigo 莓
ichijirushi 著
ichirubyuumu 鐿
idaku 抱
idaku 擁
idaku 腹
idaku 褱
ido 井
idomu 挑
idomu 撩
idomu 誂
ie 厦
ie 宀
ie 宅
ie 宇
ie 宫
ie 宮
ie 家
ie 广
ie 廈
ie 廬
ie 廰
ie 廳
iedomo 雖
iegara 閥
ieru 痊
ieru 瘉
ieru 瘥
ieru 瘳
ieru 癒
iga 毬
igamu 啀
igamu 嘊
igata 熔
igata 范
igata 鎔
igata 鑲
igeta 韓
igurumi 弋
ihai 祏
ihe 庲
ihegayugamu 廗
ihenokatahara 廎
ihori 廜
ii 粲
ii 謂
iiarasou 奻
iiarasou 詻
iiarasou 諤
iinayamu 悱
iinoko 豣
iitateru 詾
iitsuke 令
iitsuke 畃
iitsukeru 咐
ika 鰂
ika 鰞
ikada 坿
ikada 枋
ikada 栰
ikada 桴
ikada 棑
ikada 楂
ikada 槎
ikada 筏
ikada 篺
ikade 怎
ikadeka 争
ikameshii 儼
ikameshii 峨
ikarasu 瞋
ikari 椗
ikari 矴
ikari 碇
ikari 錨
ikaru 嗔
ikaru 奰
ikaru 嫨
ikaru 忿
ikaru 怒
ikaru 怫
ikaru 恚
ikaru 愑
ikaru 愠
ikaru 愹
ikaru 慍
ikaru 瞋
ikaru 虓
ikaru 贔
ikaru 赑
ikaruga 鵤
ikarusama 奭
ikazuchi 雷
ikazuchi 霆
ike 池
ike 汪
ike 溏
ike 潢
ikenie 牲
ikenie 牷
ikenie 犠
ikenie 犧
iki 呬
iki 咶
iki 啍
iki 噯
iki 息
iki 气
iki 気
iki 氣
iki 粋
iki 粹
iki 羲
ikidoori 憤
ikidooru 喛
ikidooru 嚍
ikidooru 慷
ikidooru 憤
ikihohi 埶
ikioi 勢
ikire 煴
ikiru 活
ikiwokaketeatatameru 呴
ikiyasui 踧
ikoi 憇
ikoi 憩
ikou 休
ikou 偈
ikou 呬
ikou 塈
ikou 墍
ikou 愒
ikou 憩
ikou 禌
iku 幾
iku 往
iku 徃
iku 徰
iku 渭
iku 竛
iku 行
iku 迬
ikuri 栯
ikuri 棣
ikusa 兵
ikusa 師
ikusa 戦
ikusa 戰
ikusa 軍
ikusa 陣
ikusabune 艟
ikusabune 艦
ikusabune 艨
